"";"gender";"religious_attendance";"age";"faith";"education";"family_status";"economical_status";"code";"HSPS_1";"HSPS_2";"HSPS_3";"HSPS_4";"HSPS_5";"HSPS_6";"HSPS_7";"HSPS_8";"HSPS_9";"HSPS_10";"HSPS_11";"HSPS_12";"HSPS_13";"HSPS_14";"HSPS_15";"HSPS_16";"HSPS_17";"HSPS_18";"HSPS_19";"HSPS_20";"HSPS_21";"HSPS_22";"HSPS_23";"HSPS_24";"HSPS_25";"HSPS_26";"HSPS_27";"DSES_1";"DSES_2";"DSES_3";"DSES_4";"DSES_5";"DSES_6";"DSES_7";"DSES_8";"DSES_9";"DSES_10";"DSES_11";"DSES_12";"DSES_13";"DSES_14";"DSES_15";"BFI_N_1";"BFI_N_2";"BFI_N_3";"BFI_N_4";"BFI_N_5";"BFI_N_6";"BFI_N_7";"BFI_N_8";"TEQ_1";"TEQ_3";"TEQ_5";"TEQ_16";"TEQ_CON_2";"TEQ_CON_4";"TEQ_CON_14";"senisitivity_1";"senisitivity_2";"senisitivity_3";"senisitivity_4";"senisitivity_5";"senisitivity_6";"senisitivity_7";"senisitivity_8";"senisitivity_9";"senisitivity_10";"emotions_1";"emotions_2";"emotions_3";"emotions_4";"emotions_5";"emotions_6";"emotions_7";"emotions_8";"emotions_9";"emotions_10";"cov_topics1_1";"cov_topics1_2";"cov_topics1_3";"cov_topics1_4";"cov_topics1_5";"cov_topics1_6";"cov_topics1_7";"cov_topics1_8";"cov_topics1_9";"cov_topics2_1";"cov_topics2_2";"cov_topics2_3";"cov_topics2_4";"cov_topics2_5";"cov_topics2_6";"cov_topics2_7";"cov_topics2_8";"cov_topics2_9";"cov_topics2_10";"cov_topics2_11";"cov_topics2_12";"cov_topics2_13";"cov_topics2_14"
"2032";"Female";NA;67;"No";"University master";"Married";"Pensioner";"7f47c03e627c7e6871a888ebcbe020f4";1;4;4;2;2;2;6;4;2;6;4;3;4;2;4;6;3;6;4;4;5;6;4;3;4;5;4;4;4;1;4;4;1;1;1;1;4;2;4;3;1;2;1;4;1;1;4;3;2;3;2;3;2;3;2;4;3;6;7;5;4;5;5;5;5;6;4;4;5;2;8;7;5;8;4;8;5;0;0;0;0;-1;0;-1;1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1
"2033";"Female";NA;34;"No";"High school";"Married";"Maternity leave";"7f54d7eca2ff99f32dee37596bdbda17";2;2;4;1;1;1;1;5;1;1;1;6;1;2;3;3;4;3;1;1;1;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;5;4;1;1;2;2;3;2;1;3;3;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2034";"Male";NA;48;"No";"Vocational school or non - maturity high school";"Married";"Employed";"7f934da36e2223577b80600b3b9ef90f";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0
"2035";"Male";NA;18;"No, I am convinced atheist";"Basic schoool";"No relationship";"Student";"7f93e63994de1cdb118241b7d2a7a033";4;2;3;6;7;2;1;3;4;5;7;4;3;7;4;6;5;1;6;2;5;4;6;5;5;7;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;4;5;2;5;2;5;3;3;4;2;3;3;2;5;4;2;3;5;4;5;3;5;3;7;5;5;8;3;9;9;6;4;8;2;2;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;1;0;1
"2036";"Female";NA;36;"No, I am convinced atheist";"High school";"In relationship";"Maternity leave";"7fa568fd72f3c7406186dde2f7850bc8";5;6;7;2;4;3;5;6;5;7;4;5;3;1;7;3;7;7;5;4;5;7;5;5;5;5;3;2;5;2;3;3;2;2;1;2;5;4;5;5;2;2;2;3;2;2;2;3;4;4;4;4;4;4;4;4;4;10;8;8;8;8;3;3;4;5;3;7;7;6;6;8;7;9;6;10;8;1;-1;0;-1;-1;-1;-1;0;-1;1;0;0;-1;-1;-1;1;0;-1;1;1;1;0;1
"2037";"Male";"Occasionaly";56;"Yes, but I am not a member of church/rel.society";"High school";"Married";"Employed";"7fb560addbd60407f4aa0cd1729a882e";2;7;4;2;5;6;1;4;1;5;2;4;1;3;6;3;6;5;2;3;4;7;3;2;3;5;5;2;3;2;4;3;5;2;2;2;4;4;4;3;4;1;2;3;4;3;3;3;4;3;2;4;3;3;2;4;4;5;5;5;5;5;7;2;8;6;6;7;7;5;8;7;8;8;8;8;8;0;0;0;-1;-1;0;0;0;-1;1;0;1;0;0;-1;-1;-1;-1;1;0;-1;1;1
"2038";"Female";NA;31;"No";"High school";"In relationship";"Maternity leave";"7fcf572b6ab98147e39fa8f93766bfa2";4;4;7;2;6;3;6;3;3;6;6;2;2;2;6;3;6;6;3;7;7;6;4;6;4;2;2;1;1;1;1;2;2;1;1;1;2;1;4;6;1;1;2;3;4;3;2;3;4;3;3;3;4;3;3;4;4;5;5;5;5;5;5;5;5;5;5;8;10;7;5;5;5;8;5;9;5;0;1;2;-1;-1;-1;0;0;-1;0;0;0;0;0;0;1;-1;-1;0;0;0;0;0
"2039";"Male";NA;53;"No";"Vocational school or non - maturity high school";"No relationship";"Invalidity pensioner";"7fe2329fa1cfccc55958eaf0a6b29db8";1;1;1;1;1;1;1;4;1;1;1;4;1;4;1;1;1;1;1;1;2;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;2;2;4;2;4;1;4;4;4;3;2;4;4;0;0;0;0;0;5;5;0;0;6;2;1;2;2;5;3;9;5;9;7;2;0;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2040";"Female";NA;35;"No";"High school";"Married";"Employed";"7ff595cf06aa304f93cb17c3a35a53ec";6;6;6;5;4;4;5;5;6;6;4;4;5;5;5;5;4;4;4;5;5;6;4;4;4;4;5;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;3;2;4;4;4;3;3;3;2;2;2;1;1;1;1;9;9;9;9;9;8;6;7;10;10;8;8;7;8;9;9;8;9;9;9;0;1;1;1;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0
"2041";"Female";NA;35;"No";"University master";"Married";"Employed";"8009100f04e14eb0dbce2c6ea532dbf4";6;6;6;2;2;2;2;5;2;1;2;6;4;2;5;6;5;3;5;5;5;5;3;4;2;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;4;4;3;4;4;2;1;2;3;2;2;3;2;5;5;7;5;5;5;5;5;5;5;7;5;6;5;5;5;5;6;5;5;0;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;-1;0;0;0;0;0
"2042";"Female";NA;70;"No";"Basic schoool";"Married";"Pensioner";"801180030b243edb6a74af372a87244b";1;2;4;2;4;1;4;1;7;1;4;2;1;1;2;2;2;2;6;2;1;7;7;2;2;2;6;2;2;1;1;1;3;3;2;1;1;3;3;2;2;2;3;3;3;3;2;3;2;3;1;3;3;3;3;3;3;7;9;2;2;2;8;6;5;8;5;5;6;6;5;6;5;8;5;5;5;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;-1;0;0;0
"2043";"Male";NA;39;"No";"Vocational school or non - maturity high school";"No relationship";"Employed";"80647fe504bc44349b44d449c44903c5";1;1;1;1;4;4;4;4;1;4;4;6;4;1;1;1;6;3;3;3;3;7;4;3;3;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;1;2;2;2;2;3;2;3;1;6;7;7;3;3;3;1;1;5;5;5;5;5;5;5;7;5;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2044";"Male";NA;30;"No";"Basic schoool";"In relationship";"Entrepreneur";"806daf67ef01c6aeaf53cf79f0d6d8b1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;4;1;1;1;1;1;1;2;4;4;4;4;4;4;0;0;0;0;0;4;0;0;10;10;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2045";"Female";"Occasionaly";37;"Yes, but I am not a member of church/rel.society";"University bachelor";"Married";"Maternity leave";"8079142b6976ce132de13c4e634d1b83";5;4;5;5;5;3;3;5;3;5;6;6;5;5;5;5;3;5;5;5;4;5;4;5;5;4;4;3;2;3;3;2;3;3;3;3;3;3;3;3;4;2;2;3;3;2;3;3;3;4;3;2;4;2;2;3;2;5;5;5;5;5;5;8;3;5;5;4;4;5;7;5;7;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1
"2046";"Female";NA;25;"No, I am convinced atheist";"University master";"In relationship";"Employed";"80925643c3ad899d56ff5194544ba582";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;4;5;5;4;4;4;4;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2047";"Female";NA;66;"No";"Vocational school or non - maturity high school";"Widow";"Employed";"80bfa56db35b7d48060e884c90721e53";4;2;3;1;1;1;1;4;4;2;3;6;1;5;3;5;5;6;2;1;7;5;3;3;5;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;2;4;2;4;2;2;4;3;3;2;3;4;5;5;5;5;5;3;1;1;4;4;4;4;5;5;6;5;5;6;5;5;2;-1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2048";"Female";"Never";46;"Yes, but I am not a member of church/rel.society";"Vocational school or non - maturity high school";"In relationship";"Entrepreneur";"80c97fe4b2c936b9a8696b8cdbc652be";5;4;5;5;5;1;6;4;6;4;5;3;3;2;4;6;7;4;7;2;7;5;4;7;4;6;6;3;2;2;2;3;2;2;2;1;2;2;1;2;2;1;3;4;5;4;3;4;3;3;2;3;2;3;3;3;3;9;9;9;5;7;9;3;4;9;9;10;8;9;9;8;9;8;8;8;7;0;0;0;-1;-1;-1;-1;1;-1;1;0;-1;0;0;-1;1;0;-1;0;0;-1;0;0
"2049";"Female";NA;61;"No";"Vocational school or non - maturity high school";"Married";"Pensioner";"80ca633b2a94faaa0a99ab657bc77168";7;4;7;7;7;4;2;4;4;4;7;7;4;7;7;7;7;5;7;7;5;5;5;7;7;7;1;2;2;2;1;2;1;1;1;1;1;1;2;2;1;1;2;4;3;2;2;2;4;2;3;4;4;4;3;4;4;5;5;4;8;5;9;9;7;9;4;6;6;5;6;3;5;8;8;8;8;0;0;0;2;2;2;2;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;1
"2050";"Female";NA;22;"No";"High school";"In relationship";"Student";"8185d2d14daa3edc9a55eb79080a5615";1;1;5;6;7;4;1;5;1;4;1;6;2;4;1;3;6;7;5;7;2;3;5;5;3;3;2;1;2;1;1;1;1;1;1;1;1;2;2;2;1;1;1;4;2;1;4;4;3;2;4;4;2;3;2;4;2;5;5;5;4;4;5;4;4;4;4;4;4;4;4;4;7;4;4;6;4;1;2;-1;0;0;0;0;0;-1;0;0;0;0;0;1;1;1;-1;0;-1;1;1;1
"2051";"Male";NA;66;"No, I am convinced atheist";"Vocational school or non - maturity high school";"Married";"Pensioner";"819b77fbd08ceedce0b39258f9bf1577";4;6;1;4;5;1;4;3;6;6;4;4;6;2;2;6;6;4;5;1;6;5;6;6;6;7;4;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;3;3;4;3;3;3;3;3;3;2;2;4;3;7;9;5;7;6;9;8;7;9;10;8;5;7;8;9;6;10;4;9;9;1;1;2;2;2;2;2;1;0;1;0;0;0;0;0;1;0;-1;1;0;0;0;0
"2052";"Female";NA;40;"No, I am convinced atheist";"High school";"Married";"Maternity leave";"81d6095b2d6b9f6d5799f6f5ebe6827a";4;7;4;1;1;1;1;7;1;2;1;7;4;1;4;1;7;4;1;1;7;4;1;5;1;7;4;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;4;3;2;3;1;4;3;4;4;4;4;4;4;4;5;5;5;5;5;0;5;1;5;5;4;4;4;2;6;5;5;6;5;5;0;0;0;2;0;0;0;0;-1;0;0;0;0;0;0;0;0;1;0;0;1;1;1
"2053";"Male";NA;19;"No";"Basic schoool";"No relationship";"Employed";"81fea0e2900423706b6796ed423b8da8";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;3;3;3;3;3;3;3;3;3;3;3;3;1;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2054";"Male";NA;64;"No, I am convinced atheist";"High school";"Married";"Pensioner";"8208edc04ae609b222772f804ca92859";1;5;2;1;1;1;1;6;4;2;1;6;1;1;1;2;1;1;1;2;1;6;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;5;1;5;1;1;2;2;2;1;0;1;0;0;1;1;1;0;1;1;1;1;4;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2055";"Male";NA;53;"No";"Vocational school or non - maturity high school";"In relationship";"Employed";"8219e9a0309b1f66a481974d634ad997";4;4;5;4;4;6;5;4;4;7;5;6;5;4;4;5;6;6;5;5;5;7;5;5;5;4;5;1;3;1;1;3;1;1;1;1;1;1;4;4;1;1;2;4;3;3;3;3;3;3;3;4;4;4;3;4;3;7;7;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;8;7;7;0;0;0;0;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"2056";"Male";NA;63;"No";"Vocational school or non - maturity high school";"Married";"Employed";"821f4c3236741339ccf9aba1a31e70e2";4;2;6;2;1;1;4;5;1;6;1;4;3;5;1;4;6;4;4;2;2;5;3;4;2;4;1;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;4;2;2;4;3;3;2;3;3;3;2;3;3;4;5;4;4;5;5;5;3;5;5;5;6;5;5;5;5;3;5;6;6;5;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0
"2057";"Male";NA;39;"No";"High school";"In relationship";"Entrepreneur";"8220758994c4649e5e5b2dc11b2719df";2;2;4;4;4;1;5;4;2;7;4;4;2;6;3;7;4;2;3;4;3;6;4;4;3;4;2;2;3;1;2;3;1;1;1;1;2;1;3;1;1;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;7;7;7;7;4;4;4;6;6;7;5;5;5;5;5;6;5;4;5;5;0;1;0;2;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2058";"Female";NA;66;"No, I am convinced atheist";"High school";"Divorced";"Pensioner";"822cd908688d4c4e319b32db4d65adef";7;7;7;7;1;1;1;7;7;1;7;7;7;1;7;1;7;7;1;1;7;7;7;7;7;4;1;1;6;1;1;1;1;1;1;1;1;1;6;6;1;1;3;2;5;5;3;3;5;5;4;4;4;4;4;4;4;10;9;10;10;9;10;5;10;10;10;10;10;10;10;10;0;0;0;10;10;2;0;0;-1;-1;-1;-1;0;-1;1;-1;-1;0;0;0;0;0;-1;-1;-1;-1;-1;-1
"2059";"Male";NA;61;"No, I am convinced atheist";"Vocational school or non - maturity high school";"Divorced";"Employed";"825ffd3c9680369ca0ca21de5b3b8917";4;4;4;4;4;4;4;4;4;4;3;5;4;5;5;6;5;4;4;4;3;4;5;4;5;5;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;3;3;3;3;1;3;2;2;2;2;2;2;2;2;5;6;7;6;5;3;5;7;7;7;7;7;7;7;7;7;7;6;8;7;2;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;0;0;-1;1;0;0;1;1
"2060";"Female";NA;48;"No, I am convinced atheist";"Vocational school or non - maturity high school";"Married";"Invalidity pensioner";"826b975d14c24ead9011373b30310c81";4;4;4;4;4;4;4;4;7;7;7;5;5;6;5;4;4;4;4;4;5;4;4;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;1;3;2;1;1;1;1;10;10;10;10;10;10;8;5;10;9;10;3;10;10;10;10;4;7;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2061";"Male";NA;43;"No";"High school";"No relationship";"Employed";"826d05d3dba9cfce2e8813ac2221275f";6;5;3;3;3;6;6;3;5;4;4;6;5;6;3;6;6;3;5;6;5;5;4;5;5;2;6;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;4;2;4;3;3;4;3;4;1;2;2;2;0;1;1;7;6;4;3;7;5;6;8;3;7;3;2;5;5;6;4;6;8;4;5;2;2;2;-1;-1;-1;0;0;-1;0;0;0;0;0;1;0;0;-1;0;0;0;0;0
"2062";"Male";NA;67;"No";"Vocational school or non - maturity high school";"Divorced";"Pensioner";"8270216e8af40d0e1a774f5bac2fbf8e";1;1;1;1;2;1;1;2;1;1;1;2;1;2;2;1;2;1;1;1;1;2;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2063";"Male";"Occasionaly";28;"Yes, but I am not a member of church/rel.society";"High school";"In relationship";"Employed";"82b91d902593bc6b50312e7805b9713d";6;5;5;1;6;3;1;7;1;7;4;6;1;4;7;5;4;1;2;1;2;7;4;6;1;2;5;1;3;1;1;1;1;1;1;1;1;1;1;3;2;1;2;3;3;2;3;4;5;3;3;4;4;3;3;4;4;3;0;4;5;5;1;2;2;5;7;6;6;4;3;4;1;10;5;5;5;1;0;1;2;-1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1
"2064";"Male";NA;58;"No";"Vocational school or non - maturity high school";"Married";"Employed";"82eec4bcb51050cab82695d95f06e822";4;5;7;4;5;5;4;4;4;4;5;5;5;7;4;7;4;4;4;5;5;6;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;3;3;3;3;2;2;3;3;2;1;2;3;5;5;10;7;7;7;6;5;5;5;5;6;6;5;4;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"2065";"Male";NA;33;"No";"Vocational school or non - maturity high school";"No relationship";"Employed";"82efacd03a3c7d3273f578cef48d40c7";4;4;4;4;4;4;4;4;4;5;4;4;4;6;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;2;2;3;3;2;2;4;2;2;2;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;2;4;4;5;6;5;5;4;4;5;4;4;4;5;5;4;4;4;0;0;1;1;0;0;0;2;2;0;-1;-1;-1;-1;0;0;-1;1;0;1;1;0;0
"2066";"Male";NA;24;"No";"Basic schoool";"In relationship";"Employed";"830da748d74978f8aec87bbcb76e6a2b";6;7;7;2;7;2;7;5;6;7;7;6;7;7;6;7;6;1;7;6;5;6;7;7;7;7;5;1;3;1;4;2;3;3;1;1;2;3;4;2;2;1;5;2;5;5;2;4;3;4;3;4;4;3;3;3;4;10;8;3;7;6;4;6;3;7;6;9;8;8;10;7;10;7;1;8;7;-1;2;2;0;1;1;0;-1;0;0;0;0;0;1;0;0;-1;0;1;1;1;0;1
"2067";"Male";"Never";44;"Yes, but I am not a member of church/rel.society";"High school";"In relationship";"Employed";"835a47e45f71d59d6b7bde780f6371a1";7;7;4;4;4;1;7;5;5;4;5;7;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;2;2;2;2;2;2;0;0;0;0;0;-1;-1;-1;-1;0;0;0;1;1
"2068";"Male";NA;47;"No";"Vocational school or non - maturity high school";"Married";"Employed";"835a9287b27fd4c2dc8be943e874990d";4;5;6;2;6;7;7;5;7;6;3;6;6;7;2;7;7;6;6;2;2;6;6;6;7;6;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;2;2;3;4;2;2;3;2;0;4;3;8;8;10;8;5;5;5;9;5;5;5;5;8;5;7;0;7;5;5;5;0;0;0;2;-1;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2069";"Male";NA;52;"No";"Vocational school or non - maturity high school";"In relationship";"Employed";"84a3f904c12c4c0be75960c01939c86e";1;1;3;4;3;1;3;3;2;1;1;3;2;4;3;4;4;4;3;3;4;2;4;2;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;3;3;4;4;3;3;2;3;2;2;3;3;2;3;4;4;4;5;7;4;2;6;7;3;3;3;3;2;2;4;2;2;3;0;0;0;2;2;2;2;2;2;0;0;0;0;0;1;1;0;0;0;0;1;0;0
"2070";"Female";"Occasionaly";69;"Yes, but I am not a member of church/rel.society";"High school";"Widow";"Pensioner";"84c9bf1fa9152d847ae47659dcfd48a2";7;4;4;5;4;1;3;4;4;7;7;7;4;7;4;7;4;7;7;4;6;7;7;6;7;7;5;3;4;4;2;3;2;2;2;2;1;2;4;5;2;2;3;2;3;4;2;3;2;2;2;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;5;10;10;10;7;7;7;5;8;10;6;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2071";"Female";NA;48;"No, I am convinced atheist";"Vocational school or non - maturity high school";"Divorced";"Employed";"84d77ea2fc22cc5d9f462676a83fa7ec";6;6;5;6;7;4;5;5;5;5;1;6;4;6;4;4;5;2;4;4;4;6;4;5;6;6;5;1;2;1;1;2;3;1;1;4;2;1;4;4;4;1;4;2;4;4;2;4;2;4;3;3;3;2;3;3;3;7;9;3;3;3;3;1;1;2;8;10;9;9;3;7;1;1;8;8;9;2;0;0;0;0;0;-1;1;-1;-1;0;0;0;0;0;0;0;0;1;1;-1;1;1
"2072";"Female";NA;72;"No";"University master";"Widow";"Pensioner";"84fd19081d60e5c30cc1783d7e8fe27c";4;7;7;2;7;1;1;7;1;7;1;4;1;4;6;6;7;4;1;1;6;7;2;1;1;1;2;2;3;1;1;2;1;1;1;1;2;1;5;1;1;1;1;5;1;1;4;2;4;2;3;4;4;4;4;4;4;5;5;5;5;5;5;5;0;5;5;5;5;5;5;5;5;5;5;5;5;2;0;2;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"2073";"Female";"Occasionaly";65;"Yes, but I am not a member of church/rel.society";"Vocational school or non - maturity high school";"Divorced";"Pensioner";"8526d82ba5dadcea89ee4cc4d4c556d0";4;7;2;3;1;1;4;6;5;7;1;6;4;4;7;4;5;6;3;1;4;7;5;6;4;4;1;5;5;5;5;4;5;4;4;4;4;5;5;5;5;3;1;4;2;1;4;3;3;2;3;4;4;4;3;4;4;5;6;7;5;5;6;5;5;5;5;5;6;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0
"2074";"Male";NA;58;"No";"Vocational school or non - maturity high school";"Divorced";"Invalidity pensioner";"8531aaca73acb2723fcbdcbb2654a449";1;1;1;1;3;2;1;3;1;4;2;4;1;2;3;3;3;3;2;1;1;4;1;3;3;3;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;1;1;4;1;4;1;2;2;2;2;0;1;1;0;2;2;1;0;0;2;2;3;2;0;0;1;1;1;2;1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2075";"Female";NA;32;"No";"High school";"No relationship";"Employed";"854d7bf1101ea8c02f6baf5bc6a1f081";4;7;5;4;4;3;5;5;5;4;5;6;5;3;5;4;6;3;3;3;5;4;5;5;6;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;-1;-1;-1;-1;0;-1;1;0;0;-1;-1;-1;-1;0;1;0;0;0;1;1
"2076";"Female";NA;29;"No";"University master";"Married";"Employed";"8583d497bd9135ddf40db8b34e845233";3;4;5;5;3;3;5;5;5;5;5;5;3;5;5;5;3;5;5;5;5;5;5;5;5;5;5;2;3;1;1;3;1;1;2;1;2;2;2;2;1;1;2;3;3;2;3;4;3;3;2;3;3;3;2;2;2;7;6;7;5;5;5;7;4;7;7;7;6;6;7;6;4;6;6;6;6;0;2;0;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;1;0;1;0;0;1;1
"2077";"Female";"More than once a week";77;"Yes, I am a member or church/rel.society";"Vocational school or non - maturity high school";"Widow";"Pensioner";"86159b3e16635e8bdc64e544f1e28e72";3;2;6;4;5;1;1;6;2;6;2;6;2;2;5;2;6;5;2;1;5;6;2;2;3;4;2;5;2;4;5;4;6;5;5;5;5;5;4;4;5;3;4;3;3;4;3;3;4;3;3;4;4;4;4;4;4;5;5;4;6;5;7;4;5;5;8;5;7;6;7;5;6;9;5;8;5;2;0;2;0;0;0;0;0;-1;0;1;1;0;0;0;0;0;-1;0;0;0;1;0
"2078";"Male";"Occasionaly";63;"Yes, I am a member or church/rel.society";"Vocational school or non - maturity high school";"Married";"Pensioner";"867fb003948e5b0032b012e0ee74eaf5";2;3;1;2;1;3;3;6;4;5;2;2;5;4;2;3;1;1;2;3;1;4;2;3;2;3;3;2;3;2;1;4;2;2;1;2;1;1;3;4;1;2;1;4;2;3;4;3;4;2;3;3;4;4;3;3;4;3;4;7;4;5;3;6;1;2;5;5;4;3;4;4;3;7;5;6;5;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;-1;0;1;0;0;1;0;0
"2079";"Female";"Never";65;"Yes, I am a member or church/rel.society";"Vocational school or non - maturity high school";"Divorced";"Pensioner";"86a2f2ff826c58a03ccd72af105fffe7";1;4;7;4;7;7;4;4;4;7;4;2;2;7;1;7;7;7;4;7;1;7;1;4;1;4;4;3;1;4;3;3;2;1;5;1;6;6;4;4;3;2;3;3;4;3;4;4;3;4;2;3;2;2;2;4;2;0;0;5;5;5;8;5;0;5;10;0;5;5;5;0;0;5;10;5;5;2;0;1;0;-1;-1;-1;0;-1;1;0;0;0;0;0;0;0;0;1;0;1;0;0
